9 51 51 101 122 55 120 97 97 66	33
2 57 88	9
25 49 95 99 122 88 97 57 95 66 56 68 101 68 99 122 56 57 101 50 54 56 48 100 50 98	1
5 51 52 56 57 120	3489
11 52 65 88 101 100 99 68 54 70 88 98	4
10 53 50 90 50 57 70 97 52 90 55	52
11 50 67 66 122 99 98 70 48 122 70 51	2
5 51 95 67 53 55	3
11 54 90 51 90 88 90 102 52 69 57 56	6
10 53 69 98 99 88 122 49 100 53 49	5
22 54 69 51 48 65 90 49 68 100 49 52 97 122 98 120 49 55 68 52 48 102 100	6
23 56 122 99 51 95 65 98 57 99 68 55 65 68 100 48 67 95 67 57 51 57 69 54	8
17 50 70 67 88 67 50 51 120 101 68 56 53 53 65 69 98 69	2
18 45 54 67 54 99 54 102 49 88 95 120 69 57 57 100 120 52 65	18446744073709551610
13 45 67 56 101 100 66 65 67 48 99 57 95 53	0
20 50 100 68 100 95 97 98 53 68 97 70 50 100 97 90 51 52 101 65 52	2
12 48 88 98 54 65 56 50 48 68 102 54 120	49031548406
15 56 98 57 97 49 51 50 88 57 50 101 53 48 90 52	8
7 45 52 95 54 100 70 55	18446744073709551612
5 52 68 98 66 50	4
18 52 50 101 100 56 65 51 49 54 98 99 70 54 57 90 53 54 67	42
21 50 68 88 51 90 70 56 66 49 70 50 50 66 48 95 66 101 95 69 51 49	2
20 57 68 98 57 69 122 101 53 53 98 53 55 54 49 53 57 70 48 55 49	9
24 48 69 70 55 56 120 55 56 55 49 98 53 54 69 97 90 70 120 50 69 48 48 50 51	0
7 51 101 56 48 69 51 57	3
18 55 70 52 66 98 50 69 51 122 50 55 69 88 48 122 67 102 54	7
15 48 101 56 88 99 56 56 56 54 53 56 52 90 102 67	0
25 50 101 52 48 120 101 50 67 66 53 68 53 50 48 120 53 68 55 55 66 57 57 69 95 102	2
23 57 90 97 70 100 102 51 98 102 65 55 95 48 65 69 67 90 57 50 70 97 52 57	9
25 53 66 100 49 56 69 69 54 88 122 69 68 95 120 50 95 98 99 52 101 120 49 100 95 101	5
24 48 55 52 98 50 56 99 68 120 95 95 90 50 65 53 55 67 51 65 51 95 122 102 56	60
13 53 69 100 48 50 70 120 67 52 122 65 101 55	5
5 48 69 56 68 95	0
21 50 57 99 98 99 90 51 99 69 56 102 100 98 99 49 53 65 95 100 102 69	29
3 48 52 88	4
15 56 122 120 53 100 54 90 101 98 67 90 54 120 65 48	8
18 54 48 70 55 56 99 99 100 99 101 66 50 68 54 101 100 100 90	60
12 49 101 56 97 90 54 49 57 50 50 88 51	1
4 52 66 55 51	4
7 51 95 51 88 102 101 66	3
11 53 69 48 67 52 51 65 100 65 53 48	5
13 53 95 65 54 102 97 120 65 67 97 100 67 56	5
3 57 101 56	9
20 54 100 50 90 70 99 65 50 57 53 54 88 99 101 101 66 100 50 52 120	6
7 53 67 49 66 102 70 65	5
11 57 122 68 70 66 100 52 48 70 50 56	9
18 45 66 68 88 66 56 49 54 49 99 101 97 51 69 49 50 100 95	0
3 48 69 49	0
9 52 99 95 54 97 52 95 49 101	4
1 52	4
8 49 90 50 100 48 97 70 48	1
24 56 49 90 98 68 53 69 68 90 55 122 90 98 120 102 67 70 65 49 68 55 69 50 50	81
1 51	3
9 45 50 57 102 49 99 57 120 122	18446744073709551587
23 48 68 101 70 57 53 66 67 67 55 100 56 50 101 90 98 97 57 98 98 67 102 122	0
20 56 99 48 95 120 68 90 51 65 101 101 70 120 53 51 102 100 100 51 54	8
13 45 48 70 69 65 66 99 95 88 101 120 95 120	0
14 45 56 53 56 68 95 95 68 57 50 55 98 67 97	18446744073709550758
21 53 122 120 55 70 50 88 54 52 122 88 50 120 70 50 69 97 54 52 99 49	5
14 51 65 95 56 56 120 57 66 68 120 101 90 48 56	3
2 55 50	72
2 45 102	0
13 51 70 122 88 98 120 101 49 88 56 120 102 97	3
4 57 100 122 52	9
13 54 90 48 88 54 50 88 57 102 98 69 49 100	6
1 52	4
8 45 100 120 122 97 68 49 55	0
18 48 100 66 55 65 67 49 90 67 88 65 65 56 53 54 66 57 65	0
24 54 101 101 51 50 57 50 95 122 50 100 53 53 51 120 98 55 52 95 90 99 88 53 99	6
2 57 122	9
14 48 122 70 95 49 90 97 51 57 50 69 54 122 48	0
8 55 48 52 98 52 48 48 68	704
3 52 53 100	45
5 54 98 51 102 48	6
25 57 98 53 67 66 101 69 54 99 52 122 53 56 52 69 90 120 95 50 95 90 57 54 88 50	9
13 53 49 54 67 120 98 51 122 57 52 54 49 56	516
10 57 120 51 70 95 53 56 68 55 90	9
4 56 122 49 99	8
12 45 52 65 65 122 97 120 56 55 102 102 95	18446744073709551612
17 57 57 102 101 53 53 70 52 55 56 48 97 66 98 51 67 120	99
18 48 120 49 97 100 66 67 49 69 50 99 88 52 56 55 69 102 49	7209754156
6 50 100 88 55 120 51	2
6 56 70 54 122 68 98	8
22 55 48 97 50 95 53 98 68 50 55 95 54 100 70 99 66 57 98 69 67 95 66	70
14 49 122 54 65 54 88 100 97 69 55 48 90 48 98	1
22 56 95 90 122 100 53 97 51 95 122 98 69 101 69 120 67 99 98 70 95 48 54	8
22 54 88 51 65 48 54 56 70 66 53 101 97 57 54 66 66 67 57 48 54 65 102	6
2 54 65	6
2 57 49	91
16 57 69 66 97 101 51 66 54 51 98 48 57 52 98 65 70	9
8 56 69 88 95 88 101 99 57	8
6 48 57 101 101 122 52	0
19 54 69 51 52 56 48 54 122 66 102 55 90 65 98 48 54 49 48 122	6
13 45 52 55 50 98 99 69 53 101 98 69 69 99	18446744073709551144
10 56 98 88 122 99 57 100 98 101 68	8
9 54 100 100 66 88 69 90 102 97	6
25 53 99 52 57 56 101 101 122 52 100 68 55 48 51 68 66 97 68 48 95 48 55 50 100 120	5
10 55 50 88 51 57 120 101 49 88 57	72
7 45 98 120 50 97 65 97	0
15 54 120 90 49 97 56 90 95 49 95 70 120 68 51 101	6
10 56 88 57 54 57 56 69 55 70 49	8
19 57 56 56 68 65 49 102 56 69 66 88 101 101 48 99 55 101 100 90	988
1 55	7
23 50 53 56 70 67 55 50 49 53 53 66 98 101 120 51 98 51 122 51 90 70 57 66	258
5 45 102 57 101 56	0
10 45 54 54 69 122 50 53 55 52 48	18446744073709551550
15 56 100 48 67 54 55 50 53 95 122 70 68 88 50 100	8
16 48 102 102 57 55 57 65 56 67 66 90 53 50 120 50 97	0
24 49 90 56 100 69 66 88 67 50 52 99 97 66 57 51 66 57 53 90 49 99 70 56 98	1
8 48 102 53 57 55 48 122 55	0
24 54 65 99 56 54 49 120 97 70 51 102 52 49 56 70 120 67 65 51 51 57 55 90 70	6
13 51 98 66 54 51 66 120 101 53 49 97 120 48	3
24 45 50 122 55 65 66 66 70 101 67 50 53 52 99 97 99 56 55 90 57 68 53 99 69	18446744073709551614
17 48 49 70 90 100 100 99 99 95 57 70 50 55 68 98 95 90	1
14 57 98 55 99 99 67 54 53 67 49 101 100 122 101	9
25 48 97 67 95 54 102 98 51 67 51 68 66 120 65 49 101 98 95 97 100 57 57 66 65 53	0
14 52 102 57 50 70 69 120 55 68 51 57 56 101 54	4
9 48 67 55 97 70 50 101 88 97	0
7 49 88 53 65 68 101 88	1
17 57 51 48 67 67 52 120 51 101 52 101 68 97 95 55 53 53	930
13 51 88 70 95 53 69 67 52 98 48 55 65 68	3
22 50 122 102 70 120 68 68 68 48 98 88 56 55 52 99 51 101 48 68 48 122 100	2
15 51 50 97 52 68 100 90 122 53 54 54 65 67 101 70	32
13 57 55 54 97 57 68 90 57 48 48 90 48 88	976
18 51 90 67 52 98 56 97 49 65 56 122 68 51 67 67 66 100 70	3
22 49 98 66 100 49 55 53 97 54 97 54 95 56 56 50 67 52 56 52 90 95 100	1
18 53 53 98 102 90 88 49 122 51 52 54 100 95 67 97 48 57 48	55
24 45 67 99 65 70 100 120 68 49 98 101 66 120 57 57 88 69 102 49 54 65 48 120 55	0
9 49 100 49 101 122 95 120 52 101	1
19 52 54 98 97 49 88 55 56 50 120 48 55 98 101 95 49 88 102 56	46
3 57 53 120	95
14 48 68 54 67 56 56 102 53 101 97 54 100 65 101	0
21 54 54 51 101 70 67 120 101 68 54 51 68 53 48 54 65 67 56 54 102 52	663
4 49 65 53 102	1
16 57 55 122 99 66 66 69 122 55 57 68 99 70 55 120 122	97
22 50 101 57 52 65 52 52 57 50 88 53 102 67 51 102 48 67 48 88 67 48 122	2
2 53 97	5
22 52 52 100 50 99 69 120 101 99 67 95 65 97 97 48 65 49 88 97 65 57 54	44
5 53 56 54 56 122	5868
6 57 66 54 66 51 88	9
18 50 53 65 69 51 51 66 49 68 52 90 48 65 88 55 52 48 70	25
16 45 66 102 53 99 65 56 50 88 54 70 53 56 54 51 69	0
23 52 57 97 99 95 102 48 50 100 100 95 88 48 57 67 65 70 95 68 66 49 98 122	49
22 54 101 65 67 53 49 101 51 54 122 98 48 67 50 70 122 54 95 90 98 70 120	6
1 48	0
22 48 70 49 54 50 52 99 65 101 50 90 120 70 102 69 95 50 120 56 68 122 67	0
10 51 100 68 90 48 54 90 102 50 120	3
20 51 95 95 52 90 51 90 88 53 52 55 52 122 57 99 56 49 66 102 99	3
16 53 52 67 99 68 65 97 55 55 68 102 56 56 98 67 56	54
19 52 90 101 57 90 66 56 68 57 98 51 97 70 95 56 98 53 52 67	4
17 56 56 102 101 100 52 70 49 90 90 50 68 69 68 102 56 120	88
9 56 65 52 68 57 48 54 70 66	8
20 57 99 55 90 65 67 67 97 50 120 53 67 57 56 49 100 70 67 57 90	9
2 53 50	52
13 56 53 48 50 53 48 56 51 54 48 100 56 53	8502508360
2 50 97	2
12 51 50 56 120 100 56 98 52 90 99 48 100	328
24 45 100 56 49 69 65 95 67 95 88 97 66 54 70 100 56 101 66 56 90 70 98 54 52	0
13 55 51 66 95 98 52 90 99 66 66 57 57 88	73
14 49 57 102 102 55 53 88 101 48 120 97 68 56 66	19
3 48 65 49	0
14 50 120 102 65 101 102 97 97 65 69 98 54 102 48	2
7 51 70 69 70 56 69 53	3
9 45 98 55 90 51 65 90 49 48	0
16 51 69 120 52 98 67 99 97 68 65 48 55 99 66 54 48	3
19 53 90 54 65 53 98 98 65 55 54 68 55 50 52 52 53 51 56 102	5
20 53 57 48 54 57 54 67 52 55 100 48 65 53 95 90 56 69 68 48 100	590696
6 48 52 101 101 65 99	4
11 54 68 102 90 101 50 48 56 99 97 100	6
11 49 95 66 65 50 66 48 52 68 95 88	1
24 49 95 68 99 100 95 51 99 100 102 88 70 120 88 55 70 48 88 52 53 57 55 100 100	1
11 55 67 54 49 68 56 67 98 69 95 99	7
8 56 55 54 99 100 66 99 70	876
19 51 56 98 56 99 49 98 90 55 97 70 67 100 68 100 99 49 70 98	38
4 57 67 70 100	9
7 57 51 49 51 69 67 67	9313
21 53 98 98 88 66 66 120 69 101 99 53 67 48 97 88 101 88 51 57 98 66	5
12 48 97 90 68 54 100 56 102 120 52 65 69	0
19 51 120 51 66 48 55 55 56 70 120 122 100 70 48 101 100 54 55 122	3
4 51 97 57 97	3
24 57 120 53 90 88 99 66 55 54 55 122 70 120 56 97 98 88 48 52 99 99 101 56 49	9
15 50 54 70 101 97 56 53 51 88 122 88 66 97 122 99	26
20 45 68 68 95 67 54 122 102 88 122 99 50 54 48 53 55 53 51 55 67	0
25 48 99 70 97 98 49 88 100 51 95 51 49 68 101 120 51 52 69 51 120 52 90 88 122 55	0
4 48 120 102 66	251
23 48 66 52 122 54 100 95 67 102 88 69 68 101 48 49 66 54 122 53 68 67 69 52	0
1 51	3
24 53 98 48 52 95 52 88 65 70 101 67 95 120 57 98 55 50 54 50 49 49 95 120 50	5
18 49 52 67 57 54 56 70 68 53 51 51 66 67 100 99 70 49 88	14
24 45 53 48 56 49 70 55 88 99 101 90 65 55 52 97 57 69 68 95 54 95 97 97 120	18446744073709546535
17 54 95 70 49 68 69 65 99 102 53 54 68 53 48 48 56 54	6
24 50 50 90 102 88 97 69 99 52 56 70 65 52 99 100 65 55 56 54 57 99 57 101 98	22
7 53 90 54 99 50 53 69	5
20 56 57 99 56 102 49 54 102 56 90 57 120 98 56 56 49 55 97 65 49	89
9 45 50 53 50 50 102 102 67 50	18446744073709549094
13 52 67 50 120 66 102 52 99 50 88 97 68 67	4
7 55 52 49 70 95 88 57	741
2 51 98	3
8 51 66 101 68 55 57 120 88	3
10 53 100 49 54 50 97 69 48 54 57	5
13 48 101 51 66 49 68 49 70 50 48 51 120 52	0
8 52 98 97 65 67 53 65 54	4
10 53 55 57 49 98 98 52 57 99 69	5791
21 49 56 66 49 52 97 50 48 68 88 66 100 49 49 67 99 56 65 120 53 101	18
7 51 68 98 99 70 99 100	3
10 54 99 99 49 68 122 48 65 50 65	6
12 57 69 65 57 95 95 68 50 69 49 95 68	9
18 53 65 100 70 49 50 68 50 100 57 70 54 56 122 51 49 69 90	5
9 57 56 120 90 55 101 99 49 68	98
22 57 65 68 68 95 56 57 120 56 55 50 68 70 56 50 65 68 50 51 57 70 102	9
2 57 69	9
25 52 66 69 51 88 88 69 57 54 120 48 122 50 48 101 120 102 56 68 48 122 54 56 70 101	4
16 50 53 95 88 101 122 68 70 122 56 70 49 56 55 53 55	25
23 52 56 102 53 55 120 95 99 101 66 49 67 51 122 53 70 56 66 90 54 69 66 52	48
15 49 51 97 65 53 98 50 52 54 97 51 48 50 122 67	13
24 52 101 102 99 65 70 102 98 55 88 122 50 97 49 70 122 120 55 97 53 56 57 55 120	4
3 53 48 100	50
1 52	4
3 51 68 101	3
19 51 52 68 55 57 120 53 97 57 90 65 100 69 101 97 48 95 70 52	34
11 51 49 101 68 95 70 69 52 55 102 70	31
13 45 95 55 50 98 97 51 53 122 56 48 95 70	0
4 52 49 57 49	4191
5 53 95 57 66 88	5
17 54 122 69 51 101 53 95 101 88 88 88 70 102 122 69 51 99	6
15 52 56 98 54 53 95 55 122 98 56 57 66 67 57 88	48
25 56 66 53 100 49 55 55 69 122 98 66 51 51 56 50 90 100 57 88 49 54 52 50 57 51	8
1 45	0
12 55 48 56 65 54 65 66 120 99 55 53 101	708
24 54 56 95 122 54 120 69 50 65 90 65 95 48 50 55 69 67 65 90 102 50 57 100 69	68
4 56 97 122 48	8
9 57 69 50 101 65 49 66 52 68	9
2 51 100	3
24 45 95 97 98 90 67 100 122 54 98 88 69 90 90 101 97 97 65 98 55 56 54 49 67	0
7 48 52 90 90 66 48 122	4
18 55 48 90 120 52 57 102 101 67 65 120 99 99 49 52 99 70 67	70
16 56 99 90 102 55 55 100 95 51 69 95 101 95 100 56 52	8
11 56 98 57 54 70 97 56 70 48 56 51	8
5 54 67 66 98 122	6
19 56 67 67 48 100 102 56 70 54 55 55 97 53 102 66 102 69 120 49	8
6 55 70 99 51 57 50	7
13 45 97 51 55 68 52 100 67 102 49 57 48 100	0
22 57 99 51 99 49 98 49 69 68 66 65 48 68 102 98 88 122 56 54 53 70 120	9
5 48 99 49 100 95	0
8 53 90 57 95 98 52 90 67	5
19 52 56 70 101 99 70 52 90 52 67 53 70 66 53 50 57 100 52 120	48
17 56 52 51 56 97 57 69 49 120 55 95 68 97 97 100 120 55	8438
23 53 122 48 54 55 99 69 90 98 66 120 55 52 90 53 53 57 53 56 90 48 120 120	5
10 45 95 57 53 67 50 53 66 122 98	0
15 50 52 101 56 49 57 120 68 90 102 49 88 65 70 101	24
24 57 51 100 70 48 56 67 49 56 56 69 70 70 101 57 67 99 88 67 95 69 66 101 99	93
12 45 70 53 90 122 100 67 101 88 95 49 120	0
19 48 100 102 51 70 53 57 53 57 66 102 50 65 97 56 50 52 98 97	0
5 52 48 66 54 55	40
22 51 100 69 65 102 90 50 70 66 98 70 57 66 68 65 51 66 51 68 120 56 49	3
22 52 52 49 48 102 51 101 50 68 52 97 52 53 48 88 53 49 55 97 67 100 99	4410
11 52 53 54 48 100 95 66 49 56 51 68	4560
17 51 52 97 70 56 120 90 102 54 102 51 68 70 102 68 53 95	34
10 54 55 122 68 65 95 99 98 68 70	67
18 51 56 55 90 67 101 52 49 52 102 48 101 68 120 98 90 51 67	387
14 48 99 66 56 95 97 69 102 65 50 49 53 66 120	0
1 53	5
5 51 122 55 69 97	3
12 53 66 50 55 102 52 101 57 55 102 51 65	5
25 57 70 95 49 53 54 67 57 95 70 54 68 48 57 66 120 69 49 49 66 122 99 122 99 102	9
6 51 120 53 67 67 55	3
7 56 120 101 122 57 101 101	8
18 53 90 90 49 88 68 48 56 57 100 69 68 67 51 54 88 57 66	5
4 55 65 97 65	7
4 52 101 97 51	4
21 49 68 122 54 49 65 70 102 57 98 52 68 101 90 65 102 88 69 101 69 70	1
6 54 57 54 98 69 97	696
10 57 53 55 122 102 97 56 67 53 68	957
6 52 54 53 55 67 120	4657
10 55 88 120 99 88 70 99 90 55 66	7
18 45 51 66 99 100 66 53 56 122 99 67 54 48 100 90 67 100 68	18446744073709551613
14 52 101 53 68 97 99 65 57 97 55 48 52 122 101	4
24 51 101 122 97 68 49 102 57 98 54 100 122 53 95 52 122 56 49 120 70 101 48 69 67	3
9 49 52 49 52 120 97 101 52 120	1414
7 54 90 54 100 66 67 48	6
9 51 54 70 101 69 99 122 88 99	36
7 55 50 52 99 54 122 48	724
16 49 69 90 51 99 101 52 54 95 69 56 88 51 56 56 122	1
13 53 65 54 66 70 67 49 65 102 55 100 102 120	5
17 54 70 65 50 66 90 97 65 102 120 122 68 95 70 101 122 101	6
8 55 65 49 57 101 56 99 97	7
18 45 67 48 54 54 95 56 97 53 97 69 88 98 66 98 53 70 55	0
22 54 98 69 101 102 55 102 99 102 95 48 54 122 55 97 68 90 101 53 90 101 53	6
1 48	0
17 48 98 98 49 66 70 97 122 55 120 67 98 101 57 98 122 51	0
2 48 120	0
2 53 66	5
25 48 52 68 67 50 70 67 101 67 95 90 102 66 65 52 88 55 68 65 120 53 51 68 98 50	4
23 53 50 57 49 56 70 57 97 90 56 101 49 70 57 100 67 122 90 100 48 68 53 57	52918
9 49 48 98 53 100 48 56 70 65	10
14 45 99 50 98 95 97 67 49 50 99 88 67 68 97	0
21 52 50 69 100 50 102 55 69 88 67 120 101 69 95 56 90 101 120 70 90 67	42
10 48 49 65 88 54 51 69 66 99 54	1
9 49 65 95 53 50 67 100 54 68	1
9 52 68 57 99 97 48 52 101 53	4
12 54 50 55 56 49 49 69 52 95 95 55 100	627811
15 56 101 67 54 99 49 122 50 48 50 70 49 67 49 98	8
16 57 53 88 54 101 120 90 101 122 54 100 66 66 69 50 66	95
13 57 52 102 57 66 65 57 122 55 99 100 97 102	94
4 50 48 54 57	2069
4 53 97 57 53	5
12 56 65 54 67 49 54 101 100 52 51 67 101	8
4 54 95 102 57	6
10 48 69 57 100 120 56 56 56 67 56	0
15 45 56 97 51 102 49 95 49 53 97 97 90 97 52 56	18446744073709551608
8 49 67 70 53 101 88 56 97	1
16 57 67 100 122 98 97 48 65 53 53 56 55 100 65 51 50	9
21 49 53 69 52 97 120 57 97 68 57 70 53 99 99 56 56 102 69 102 51 98	15
23 57 65 55 90 56 54 67 53 49 122 52 120 90 49 70 90 65 50 99 122 50 97 120	9
12 48 52 57 95 69 99 69 98 65 56 100 66	4
16 57 120 70 69 49 49 50 122 57 99 98 102 56 70 67 98	9
20 50 101 98 69 70 48 95 48 95 48 120 53 65 50 57 97 122 88 54 57	2
11 55 88 49 100 101 95 98 120 120 67 51	7
16 53 67 51 52 70 95 49 120 101 68 57 88 120 95 51 48	5
15 57 48 52 48 90 48 122 69 122 53 120 102 102 90 70	9040
4 50 49 53 50	2152
13 49 95 49 52 100 120 52 97 54 102 52 122 67	1
4 48 88 101 49	225
14 48 120 102 57 57 51 49 57 67 100 57 70 50 98	274410188414763
25 49 69 98 101 97 99 100 48 56 99 57 68 95 55 120 53 100 88 122 48 101 99 56 54 49	1
2 52 122	4
23 45 53 56 67 55 97 95 55 90 97 53 100 57 56 67 53 70 56 48 56 88 102 65	18446744073709551558
13 56 50 69 88 97 69 66 57 52 56 98 55 69	82
21 54 66 88 48 69 120 54 97 52 66 98 120 56 70 49 68 50 66 48 51 65	6
20 51 95 100 90 66 51 56 53 48 57 54 67 70 52 48 49 70 95 48 57	3
14 54 56 54 97 67 50 102 54 50 98 120 49 97 70	686
22 57 70 55 122 67 102 68 50 99 122 101 49 97 52 54 102 122 67 67 90 57 120	9
13 50 98 98 97 56 56 97 51 69 56 102 99 97	2
3 53 95 53	5
1 48	0
23 49 51 68 90 120 67 49 48 70 97 66 66 50 70 70 66 67 53 101 67 100 66 95	13
20 45 51 122 95 56 120 50 68 99 120 66 50 54 48 67 67 50 50 122 51	18446744073709551613
8 54 95 51 88 69 49 120 100	6
18 56 49 122 65 90 56 120 48 101 99 51 68 68 65 54 97 99 56	81
19 45 88 67 67 67 70 48 55 52 53 101 99 51 97 50 68 57 66 97	0
22 45 99 49 54 49 88 88 95 68 88 100 98 55 66 67 53 70 53 66 57 90 66	0
11 52 120 57 48 53 51 56 69 97 50 69	4
8 49 65 70 102 97 90 100 51	1
12 49 101 66 99 101 100 100 56 90 99 52 56	1
20 55 101 57 53 66 57 99 57 88 101 101 67 48 50 50 52 52 65 69 90	7
1 54	6
2 52 120	4
20 53 101 50 90 102 48 48 48 122 120 50 54 54 49 69 56 97 90 67 54	5
14 56 101 54 54 98 65 53 50 88 97 67 100 54 98	8
23 55 54 102 67 66 122 100 101 69 69 95 90 51 48 65 120 102 50 100 100 52 69 55	76
23 50 51 53 50 100 54 52 88 120 70 49 88 53 101 99 95 97 55 65 52 51 95 52	2352
24 52 66 53 66 55 97 70 88 49 95 120 56 90 100 50 100 49 51 95 56 55 90 69 67	4
21 57 56 52 102 52 100 55 52 70 57 101 69 95 66 66 54 99 68 53 52 65	984
12 54 68 99 101 122 100 101 57 100 122 101 57	6
22 50 68 49 69 52 56 97 49 101 49 69 95 53 48 120 52 51 54 65 70 69 50	2
4 53 56 97 57	58
4 49 48 65 52	10
23 53 101 99 66 68 56 56 98 67 53 95 102 122 50 55 52 49 48 101 53 100 53 66	5
14 56 69 70 101 99 102 102 66 48 50 53 95 101 102	8
5 54 101 102 120 48	6
6 55 54 69 99 122 56	76
3 45 53 88	18446744073709551611
21 49 88 95 97 95 55 95 57 51 122 95 88 50 88 54 52 54 66 66 120 67	1
13 54 88 68 65 100 49 55 99 50 102 70 88 97	6
12 53 56 69 97 55 100 49 66 95 120 102 69	58
17 55 67 69 48 69 67 69 95 120 67 50 55 95 66 122 101 49	7
17 54 68 102 66 101 55 49 67 50 55 95 65 54 69 69 90 100	6
3 52 48 120	40
13 52 88 120 66 57 69 101 97 100 50 52 51 53	4
19 54 54 99 66 55 120 100 57 52 97 99 68 56 50 55 56 102 50 122	66
25 48 70 52 100 120 56 100 66 49 68 48 98 88 95 55 88 70 53 67 102 95 95 122 101 53	0
5 57 65 120 55 120	9
13 57 51 101 54 98 50 67 97 52 70 68 54 57	93
6 45 69 69 101 70 49	0
6 50 102 69 55 52 95	2
6 52 120 122 55 54 95	4
10 49 69 70 68 52 51 122 54 69 101	1
18 55 90 101 100 57 67 55 90 57 70 88 53 50 52 65 57 49 102	7
11 52 70 98 48 52 99 98 67 65 69 101	4
25 49 99 53 54 100 69 95 102 101 90 67 48 68 66 120 101 53 97 99 49 57 97 101 122 57	1
6 57 55 51 88 69 88	973
8 48 57 55 98 50 97 70 49	0
9 52 57 68 49 57 48 70 52 88	49
2 52 52	44
6 56 90 97 65 66 95	8
2 45 69	0
2 55 48	70
10 45 52 100 120 67 102 70 88 66 53	18446744073709551612
19 48 57 90 65 70 68 51 90 70 67 95 50 120 99 98 69 66 88 70	0
2 45 120	0
5 53 68 54 52 54	5
